Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd,IndicatorName,Vaccine
9894180,WHS4_100,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,,,2008,,,,,,,81,81.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9894409,WHS4_100,COUNTRY,GTM,YEAR,AMR,Americas,,,2008,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9901018,WHS4_100,COUNTRY,TON,YEAR,WPR,Western Pacific,,,2021,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9905645,WHS4_100,COUNTRY,MLT,YEAR,EUR,Europe,,,2000,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9912434,WHS4_100,COUNTRY,GNB,YEAR,AFR,Africa,,,2013,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9914138,WHS4_100,COUNTRY,SEN,YEAR,AFR,Africa,,,2007,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9927094,WHS4_100,COUNTRY,GMB,YEAR,AFR,Africa,,,2015,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9928247,WHS4_100,REGION,SEAR,YEAR,,,,,2006,,,,,,,71,71.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9928575,WHS4_100,COUNTRY,NZL,YEAR,WPR,Western Pacific,,,2003,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9933624,WHS4_100,COUNTRY,TGO,YEAR,AFR,Africa,,,2010,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9934114,WHS4_100,COUNTRY,ISL,YEAR,EUR,Europe,,,2005,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9934788,WHS4_100,COUNTRY,CIV,YEAR,AFR,Africa,,,2014,,,,,,,73,73.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9934884,WHS4_100,COUNTRY,PER,YEAR,AMR,Americas,,,2002,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9938037,WHS4_100,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,,2019,,,,,,,57,57.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9938139,WHS4_100,COUNTRY,NLD,YEAR,EUR,Europe,,,2020,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9940162,WHS4_100,COUNTRY,UZB,YEAR,EUR,Europe,,,2024,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9940416,WHS4_100,COUNTRY,AUT,YEAR,EUR,Europe,,,2010,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9952344,WHS4_100,COUNTRY,MNG,YEAR,WPR,Western Pacific,,,2013,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9952855,WHS4_100,COUNTRY,GNQ,YEAR,AFR,Africa,,,2019,,,,,,,62,62.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9958506,WHS4_100,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,,2001,,,,,,,73,73.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9964000,WHS4_100,COUNTRY,ISR,YEAR,EUR,Europe,,,2014,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9965478,WHS4_100,COUNTRY,ZAF,YEAR,AFR,Africa,,,2016,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9969560,WHS4_100,COUNTRY,FSM,YEAR,WPR,Western Pacific,,,2006,,,,,,,67,67.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9972073,WHS4_100,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,,2006,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9972343,WHS4_100,COUNTRY,HND,YEAR,AMR,Americas,,,2015,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9973239,WHS4_100,COUNTRY,MLI,YEAR,AFR,Africa,,,2018,,,,,,,76,76.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9973584,WHS4_100,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,,,2014,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9973643,WHS4_100,COUNTRY,GIN,YEAR,AFR,Africa,,,2013,,,,,,,56,56.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9977049,WHS4_100,COUNTRY,COK,YEAR,WPR,Western Pacific,,,2024,,,,,,,75,75.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9977106,WHS4_100,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,,,2010,,,,,,,52,52.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9982746,WHS4_100,COUNTRY,TLS,YEAR,SEAR,South-East Asia,,,2016,,,,,,,79,79.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9982887,WHS4_100,COUNTRY,AUS,YEAR,WPR,Western Pacific,,,2010,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9983132,WHS4_100,COUNTRY,MUS,YEAR,AFR,Africa,,,2006,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9983504,WHS4_100,REGION,AFR,YEAR,,,,,2009,,,,,,,73,73.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9983567,WHS4_100,COUNTRY,VCT,YEAR,AMR,Americas,,,2008,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9984005,WHS4_100,COUNTRY,BHS,YEAR,AMR,Americas,,,2022,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9988140,WHS4_100,COUNTRY,VEN,YEAR,AMR,Americas,,,2024,,,,,,,62,62.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9991611,WHS4_100,COUNTRY,CIV,YEAR,AFR,Africa,,,2007,,,,,,,76,76.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
9998039,WHS4_100,COUNTRY,CRI,YEAR,AMR,Americas,,,2018,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10000617,WHS4_100,COUNTRY,HRV,YEAR,EUR,Europe,,,2004,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10004090,WHS4_100,COUNTRY,BRN,YEAR,WPR,Western Pacific,,,2004,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10004173,WHS4_100,COUNTRY,USA,YEAR,AMR,Americas,,,2017,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10006796,WHS4_100,COUNTRY,PSE,YEAR,EMR,Eastern Mediterranean,,,2023,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10007947,WHS4_100,COUNTRY,SRB,YEAR,EUR,Europe,,,2015,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10008782,WHS4_100,COUNTRY,CUB,YEAR,AMR,Americas,,,2002,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10009137,WHS4_100,COUNTRY,BWA,YEAR,AFR,Africa,,,2013,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10009880,WHS4_100,COUNTRY,CZE,YEAR,EUR,Europe,,,2022,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10009934,WHS4_100,COUNTRY,NGA,YEAR,AFR,Africa,,,2008,,,,,,,53,53.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10011071,WHS4_100,COUNTRY,POL,YEAR,EUR,Europe,,,2020,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10016520,WHS4_100,COUNTRY,SWZ,YEAR,AFR,Africa,,,2000,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10020274,WHS4_100,COUNTRY,VUT,YEAR,WPR,Western Pacific,,,2016,,,,,,,81,81.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10020903,WHS4_100,COUNTRY,ALB,YEAR,EUR,Europe,,,2008,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10022349,WHS4_100,COUNTRY,DOM,YEAR,AMR,Americas,,,2010,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10023156,WHS4_100,COUNTRY,GAB,YEAR,AFR,Africa,,,2002,,,,,,,45,45.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10023261,WHS4_100,COUNTRY,TCD,YEAR,AFR,Africa,,,2005,,,,,,,26,26.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10026277,WHS4_100,COUNTRY,JAM,YEAR,AMR,Americas,,,2023,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10027424,WHS4_100,COUNTRY,ATG,YEAR,AMR,Americas,,,2015,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10027799,WHS4_100,COUNTRY,KIR,YEAR,WPR,Western Pacific,,,2019,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10028265,WHS4_100,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,,,2014,,,,,,,62,62.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10028301,WHS4_100,COUNTRY,MDG,YEAR,AFR,Africa,,,2019,,,,,,,69,69.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10032199,WHS4_100,COUNTRY,CAN,YEAR,AMR,Americas,,,2018,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10033855,WHS4_100,COUNTRY,BFA,YEAR,AFR,Africa,,,2009,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10034341,WHS4_100,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,,,2001,,,,,,,53,53.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10038693,WHS4_100,COUNTRY,NRU,YEAR,WPR,Western Pacific,,,2016,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10045974,WHS4_100,COUNTRY,BIH,YEAR,EUR,Europe,,,2022,,,,,,,75,75.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10047296,WHS4_100,REGION,AMR,YEAR,,,,,2005,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10052353,WHS4_100,REGION,WPR,YEAR,,,,,2012,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10054859,WHS4_100,COUNTRY,PHL,YEAR,WPR,Western Pacific,,,2009,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10060450,WHS4_100,COUNTRY,SLB,YEAR,WPR,Western Pacific,,,2010,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10072720,WHS4_100,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,,,2008,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10077005,WHS4_100,COUNTRY,GAB,YEAR,AFR,Africa,,,2022,,,,,,,60,60.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10077176,WHS4_100,COUNTRY,KAZ,YEAR,EUR,Europe,,,2006,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10082873,WHS4_100,COUNTRY,BDI,YEAR,AFR,Africa,,,2017,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10084161,WHS4_100,COUNTRY,AZE,YEAR,EUR,Europe,,,2013,,,,,,,78,78.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10084574,WHS4_100,COUNTRY,BEN,YEAR,AFR,Africa,,,2005,,,,,,,70,70.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10089360,WHS4_100,COUNTRY,WSM,YEAR,WPR,Western Pacific,,,2007,,,,,,,65,65.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10090415,WHS4_100,COUNTRY,SWZ,YEAR,AFR,Africa,,,2009,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10096593,WHS4_100,COUNTRY,PHL,YEAR,WPR,Western Pacific,,,2014,,,,,,,80,80.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10097150,WHS4_100,COUNTRY,MLI,YEAR,AFR,Africa,,,2003,,,,,,,63,63.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10104061,WHS4_100,COUNTRY,ATG,YEAR,AMR,Americas,,,2008,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10108959,WHS4_100,COUNTRY,HND,YEAR,AMR,Americas,,,2012,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10111970,WHS4_100,COUNTRY,KIR,YEAR,WPR,Western Pacific,,,2000,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10120943,WHS4_100,COUNTRY,CAN,YEAR,AMR,Americas,,,2023,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10126850,WHS4_100,COUNTRY,PAN,YEAR,AMR,Americas,,,2014,,,,,,,80,80.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10127579,WHS4_100,GLOBAL,GLOBAL,YEAR,,,,,2019,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10129376,WHS4_100,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,,,2018,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10129866,WHS4_100,COUNTRY,UGA,YEAR,AFR,Africa,,,2005,,,,,,,64,64.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
10133987,WHS4_100,COUNTRY,ZWE,YEAR,AFR,Africa,,,2010,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),DTP3
