IndicatorName,IndicatorCode,Location,LocationCode,Year,Disaggregation,NumericValue,DisplayValue,Comments,LocationShort,Vaccine
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Iraq,IRQ,2023,,14.0,14,,Iraq,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Ireland,IRL,2023,,83.0,83,,Ireland,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Israel,ISR,2023,,94.0,94,,Israel,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Italy,ITA,2023,,92.0,92,,Italy,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Japan,JPN,2023,,97.0,97,,Japan,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Kazakhstan,KAZ,2023,,98.0,98,,Kazakhstan,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Kenya,KEN,2023,,91.0,91,,Kenya,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Kiribati,KIR,2023,,91.0,91,,Kiribati,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Kuwait,KWT,2023,,99.0,99,,Kuwait,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Kyrgyzstan,KGZ,2023,,91.0,91,,Kyrgyzstan,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Lao People's Democratic Republic,LAO,2023,,81.0,81,,Laos,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Latvia,LVA,2023,,95.0,95,,Latvia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Lebanon,LBN,2023,,65.0,65,,Lebanon,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Lesotho,LSO,2023,,87.0,87,,Lesotho,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Liberia,LBR,2023,,80.0,80,,Liberia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Libya,LBY,2023,,73.0,73,,Libya,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Lithuania,LTU,2023,,82.0,82,,Lithuania,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Luxembourg,LUX,2023,,96.0,96,,Luxembourg,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Madagascar,MDG,2023,,73.0,73,,Madagascar,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Malawi,MWI,2023,,91.0,91,,Malawi,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Malaysia,MYS,2023,,95.0,95,,Malaysia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Mali,MLI,2023,,77.0,77,,Mali,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Malta,MLT,2023,,97.0,97,,Malta,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Marshall Islands,MHL,2023,,62.0,62,,Marshall Islands,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Mauritania,MRT,2023,,90.0,90,,Mauritania,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Mauritius,MUS,2023,,91.0,91,,Mauritius,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Mexico,MEX,2023,,78.0,78,,Mexico,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Micronesia (Federated States of),FSM,2023,,73.0,73,,Micronesia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Mongolia,MNG,2023,,96.0,96,,Mongolia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Morocco,MAR,2023,,98.0,98,,Morocco,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Mozambique,MOZ,2023,,55.0,55,,Mozambique,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Myanmar,MMR,2023,,78.0,78,,Myanmar,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Namibia,NAM,2023,,83.0,83,,Namibia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Nauru,NRU,2023,,97.0,97,,Nauru,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Nepal,NPL,2023,,88.0,88,,Nepal,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Netherlands (Kingdom of the),NLD,2023,,88.0,88,,Netherlands,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,New Zealand,NZL,2023,,86.0,86,,New Zealand,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Nicaragua,NIC,2023,,90.0,90,,Nicaragua,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Niger,NER,2023,,85.0,85,,Niger,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Nigeria,NGA,2023,,60.0,60,,Nigeria,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Niue,NIU,2023,,99.0,99,,Niue,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,North Macedonia,MKD,2023,,56.0,56,,North Macedonia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Norway,NOR,2023,,95.0,95,,Norway,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,"occupied Palestinian territory, including east Jerusalem",PSE,2023,,87.0,87,,Palestine,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Oman,OMN,2023,,99.0,99,,Oman,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Pakistan,PAK,2023,,86.0,86,,Pakistan,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Palau,PLW,2023,,93.0,93,,Palau,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Panama,PAN,2023,,69.0,69,,Panama,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Papua New Guinea,PNG,2023,,29.0,29,,Papua New Guinea,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Paraguay,PRY,2023,,77.0,77,,Paraguay,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Peru,PER,2023,,80.0,80,,Peru,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Philippines,PHL,2023,,85.0,85,,Philippines,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Poland,POL,2023,,88.0,88,,Poland,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Portugal,PRT,2023,,98.0,98,,Portugal,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Qatar,QAT,2023,,97.0,97,,Qatar,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Region of the Americas,AMR,2023,,76.0,76,,Americas Reg.,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Republic of Korea,KOR,2023,,97.0,97,,South Korea,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Republic of Moldova,MDA,2023,,85.0,85,,Moldova,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Romania,ROU,2023,,78.0,78,,Romania,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Russian Federation,RUS,2023,,93.0,93,,Russia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Rwanda,RWA,2023,,94.0,94,,Rwanda,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Samoa,WSM,2023,,93.0,93,,Samoa,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,San Marino,SMR,2023,,83.0,83,,San Marino,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Sao Tome and Principe,STP,2023,,86.0,86,,São Tomé & Príncipe,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Saudi Arabia,SAU,2023,,97.0,97,,Saudi Arabia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Senegal,SEN,2023,,80.0,80,,Senegal,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Serbia,SRB,2023,,82.0,82,,Serbia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Seychelles,SYC,2023,,97.0,97,,Seychelles,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Sierra Leone,SLE,2023,,93.0,93,,Sierra Leone,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Singapore,SGP,2023,,93.0,93,,Singapore,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Slovakia,SVK,2023,,96.0,96,,Slovakia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Slovenia,SVN,2023,,58.0,58,,Slovenia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Solomon Islands,SLB,2023,,81.0,81,,Solomon Islands,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,South Africa,ZAF,2023,,84.0,84,,South Africa,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,South-East Asia Region,SEAR,2023,,75.0,75,,SE Asia Reg.,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Spain,ESP,2023,,92.0,92,,Spain,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Sudan,SDN,2023,,52.0,52,,Sudan,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Sweden,SWE,2023,,94.0,94,,Sweden,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Switzerland,CHE,2023,,89.0,89,,Switzerland,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Tajikistan,TJK,2023,,31.0,31,,Tajikistan,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Timor-Leste,TLS,2023,,56.0,56,,Timor-Leste,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Togo,TGO,2023,,85.0,85,,Togo,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Tonga,TON,2023,,99.0,99,,Tonga,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Trinidad and Tobago,TTO,2023,,94.0,94,,Trinidad and Tobago,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Tunisia,TUN,2023,,97.0,97,,Tunisia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Türkiye,TUR,2023,,95.0,95,,Türkiye,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Turkmenistan,TKM,2023,,99.0,99,,Turkmenistan,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Tuvalu,TUV,2023,,98.0,98,,Tuvalu,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Uganda,UGA,2023,,91.0,91,,Uganda,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,United Arab Emirates,ARE,2023,,94.0,94,,UAE,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,United Kingdom,GBR,2023,,89.0,89,,United Kingdom,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,United Republic of Tanzania,TZA,2023,,92.0,92,,Tanzania,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,United States of America,USA,2023,,84.0,84,,USA,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Uruguay,URY,2023,,94.0,94,,Uruguay,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Uzbekistan,UZB,2023,,99.0,99,,Uzbekistan,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Vanuatu,VUT,2023,,63.0,63,,Vanuatu,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Venezuela,VEN,2023,,0.0,0,,Venezuela,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Western Pacific Region,WPR,2023,,26.0,26,,W. Pacific Reg.,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Yemen,YEM,2023,,45.0,45,,Yemen,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Zambia,ZMB,2023,,78.0,78,,Zambia,PCV3
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),PCV3,Zimbabwe,ZWE,2023,,90.0,90,,Zimbabwe,PCV3
