IndicatorName,IndicatorCode,Location,LocationCode,Year,Disaggregation,NumericValue,DisplayValue,Comments,LocationShort,Vaccine
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Afghanistan,AFG,2023,,60.0,60,,Afghanistan,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,African Region,AFR,2023,,74.0,74,,African Region,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Albania,ALB,2023,,97.0,97,,Albania,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Algeria,DZA,2023,,92.0,92,,Algeria,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Andorra,AND,2023,,98.0,98,,Andorra,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Angola,AGO,2023,,54.0,54,,Angola,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Antigua and Barbuda,ATG,2023,,97.0,97,,Antigua and Barbuda,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Argentina,ARG,2023,,66.0,66,,Argentina,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Armenia,ARM,2023,,94.0,94,,Armenia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Australia,AUS,2023,,94.0,94,,Australia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Austria,AUT,2023,,84.0,84,,Austria,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Azerbaijan,AZE,2023,,83.0,83,,Azerbaijan,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Bahamas,BHS,2023,,87.0,87,,Bahamas,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Bahrain,BHR,2023,,99.0,99,,Bahrain,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Bangladesh,BGD,2023,,98.0,98,,Bangladesh,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Barbados,BRB,2023,,85.0,85,,Barbados,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Belarus,BLR,2023,,98.0,98,,Belarus,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Belgium,BEL,2023,,98.0,98,,Belgium,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Belize,BLZ,2023,,85.0,85,,Belize,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Benin,BEN,2023,,69.0,69,,Benin,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Bhutan,BTN,2023,,99.0,99,,Bhutan,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Bolivia (Plurinational State of),BOL,2023,,67.0,67,,Bolivia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Bosnia and Herzegovina,BIH,2023,,73.0,73,,Bosnia and Herzegovina,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Botswana,BWA,2023,,95.0,95,,Botswana,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Brazil,BRA,2023,,90.0,90,,Brazil,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Brunei Darussalam,BRN,2023,,99.0,99,,Brunei,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Bulgaria,BGR,2023,,92.0,92,,Bulgaria,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Burkina Faso,BFA,2023,,94.0,94,,Burkina Faso,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Burundi,BDI,2023,,89.0,89,,Burundi,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Cabo Verde,CPV,2023,,93.0,93,,Cabo Verde,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Cambodia,KHM,2023,,85.0,85,,Cambodia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Cameroon,CMR,2023,,75.0,75,,Cameroon,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Canada,CAN,2023,,92.0,92,,Canada,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Central African Republic,CAF,2023,,42.0,42,,C.A.R.,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Chad,TCD,2023,,67.0,67,,Chad,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Chile,CHL,2023,,96.0,96,,Chile,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,China,CHN,2023,,97.0,97,,China,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Colombia,COL,2023,,90.0,90,,Colombia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Comoros,COM,2023,,75.0,75,,Comoros,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Congo,COG,2023,,78.0,78,,Congo,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Cook Islands,COK,2023,,86.0,86,,Cook Islands,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Costa Rica,CRI,2023,,99.0,99,,Costa Rica,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Côte d'Ivoire,CIV,2023,,79.0,79,,Côte d'Ivoire,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Croatia,HRV,2023,,93.0,93,,Croatia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Cuba,CUB,2023,,99.0,99,,Cuba,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Cyprus,CYP,2023,,95.0,95,,Cyprus,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Czechia,CZE,2023,,94.0,94,,Czechia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Democratic People's Republic of Korea,PRK,2023,,16.0,16,,North Korea,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Democratic Republic of the Congo,COD,2023,,60.0,60,,DR Congo,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Denmark,DNK,2023,,97.0,97,,Denmark,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Djibouti,DJI,2023,,72.0,72,,Djibouti,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Dominica,DMA,2023,,56.0,56,,Dominica,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Dominican Republic,DOM,2023,,90.0,90,,Dominican Republic,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Eastern Mediterranean Region,EMR,2023,,79.0,79,,E. Mediterranean Reg.,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Ecuador,ECU,2023,,70.0,70,,Ecuador,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Egypt,EGY,2023,,96.0,96,,Egypt,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,El Salvador,SLV,2023,,96.0,96,,El Salvador,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Equatorial Guinea,GNQ,2023,,74.0,74,,Equatorial Guinea,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Eritrea,ERI,2023,,95.0,95,,Eritrea,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Estonia,EST,2023,,90.0,90,,Estonia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Eswatini,SWZ,2023,,85.0,85,,Eswatini,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Ethiopia,ETH,2023,,72.0,72,,Ethiopia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,European Region,EUR,2023,,95.0,95,,European Region,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Fiji,FJI,2023,,99.0,99,,Fiji,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Finland,FIN,2023,,91.0,91,,Finland,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,France,FRA,2023,,96.0,96,,France,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Gabon,GAB,2023,,70.0,70,,Gabon,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Gambia,GMB,2023,,84.0,84,,Gambia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Georgia,GEO,2023,,88.0,88,,Georgia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Germany,DEU,2023,,91.0,91,,Germany,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Ghana,GHA,2023,,95.0,95,,Ghana,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Global,GLOBAL,2023,,84.0,84,,Global,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Greece,GRC,2023,,99.0,99,,Greece,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Grenada,GRD,2023,,86.0,86,,Grenada,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Guatemala,GTM,2023,,83.0,83,,Guatemala,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Guinea,GIN,2023,,47.0,47,,Guinea,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Guinea-Bissau,GNB,2023,,74.0,74,,Guinea-Bissau,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Guyana,GUY,2023,,98.0,98,,Guyana,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Haiti,HTI,2023,,51.0,51,,Haiti,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Honduras,HND,2023,,73.0,73,,Honduras,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Hungary,HUN,2023,,99.0,99,,Hungary,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Iceland,ISL,2023,,92.0,92,,Iceland,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,India,IND,2023,,91.0,91,,India,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Indonesia,IDN,2023,,83.0,83,,Indonesia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Iran (Islamic Republic of),IRN,2023,,99.0,99,,Iran,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Iraq,IRQ,2023,,91.0,91,,Iraq,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Ireland,IRL,2023,,89.0,89,,Ireland,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Israel,ISR,2023,,98.0,98,,Israel,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Italy,ITA,2023,,95.0,95,,Italy,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Jamaica,JAM,2023,,98.0,98,,Jamaica,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Japan,JPN,2023,,98.0,98,,Japan,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Jordan,JOR,2023,,96.0,96,,Jordan,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Kazakhstan,KAZ,2023,,99.0,99,,Kazakhstan,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Kenya,KEN,2023,,93.0,93,,Kenya,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Kiribati,KIR,2023,,90.0,90,,Kiribati,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Kuwait,KWT,2023,,99.0,99,,Kuwait,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Kyrgyzstan,KGZ,2023,,86.0,86,,Kyrgyzstan,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Lao People's Democratic Republic,LAO,2023,,84.0,84,,Laos,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Latvia,LVA,2023,,98.0,98,,Latvia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Lebanon,LBN,2023,,55.0,55,,Lebanon,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Lesotho,LSO,2023,,87.0,87,,Lesotho,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Liberia,LBR,2023,,82.0,82,,Liberia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Libya,LBY,2023,,73.0,73,,Libya,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Lithuania,LTU,2023,,90.0,90,,Lithuania,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Luxembourg,LUX,2023,,99.0,99,,Luxembourg,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Madagascar,MDG,2023,,65.0,65,,Madagascar,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Malawi,MWI,2023,,91.0,91,,Malawi,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Malaysia,MYS,2023,,97.0,97,,Malaysia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Maldives,MDV,2023,,99.0,99,,Maldives,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Mali,MLI,2023,,77.0,77,,Mali,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Malta,MLT,2023,,98.0,98,,Malta,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Marshall Islands,MHL,2023,,85.0,85,,Marshall Islands,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Mauritania,MRT,2023,,90.0,90,,Mauritania,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Mauritius,MUS,2023,,96.0,96,,Mauritius,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Mexico,MEX,2023,,85.0,85,,Mexico,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Micronesia (Federated States of),FSM,2023,,79.0,79,,Micronesia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Monaco,MCO,2023,,99.0,99,,Monaco,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Mongolia,MNG,2023,,96.0,96,,Mongolia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Montenegro,MNE,2023,,81.0,81,,Montenegro,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Morocco,MAR,2023,,99.0,99,,Morocco,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Mozambique,MOZ,2023,,70.0,70,,Mozambique,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Myanmar,MMR,2023,,76.0,76,,Myanmar,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Namibia,NAM,2023,,83.0,83,,Namibia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Nauru,NRU,2023,,99.0,99,,Nauru,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Nepal,NPL,2023,,94.0,94,,Nepal,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Netherlands (Kingdom of the),NLD,2023,,92.0,92,,Netherlands,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,New Zealand,NZL,2023,,88.0,88,,New Zealand,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Nicaragua,NIC,2023,,89.0,89,,Nicaragua,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Niger,NER,2023,,85.0,85,,Niger,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Nigeria,NGA,2023,,62.0,62,,Nigeria,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Niue,NIU,2023,,99.0,99,,Niue,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,North Macedonia,MKD,2023,,86.0,86,,North Macedonia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Norway,NOR,2023,,96.0,96,,Norway,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,"occupied Palestinian territory, including east Jerusalem",PSE,2023,,88.0,88,,Palestine,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Oman,OMN,2023,,99.0,99,,Oman,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Pakistan,PAK,2023,,86.0,86,,Pakistan,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Palau,PLW,2023,,97.0,97,,Palau,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Panama,PAN,2023,,66.0,66,,Panama,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Papua New Guinea,PNG,2023,,35.0,35,,Papua New Guinea,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Paraguay,PRY,2023,,71.0,71,,Paraguay,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Peru,PER,2023,,84.0,84,,Peru,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Philippines,PHL,2023,,89.0,89,,Philippines,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Poland,POL,2023,,94.0,94,,Poland,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Portugal,PRT,2023,,99.0,99,,Portugal,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Qatar,QAT,2023,,95.0,95,,Qatar,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Region of the Americas,AMR,2023,,86.0,86,,Americas Reg.,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Republic of Korea,KOR,2023,,98.0,98,,South Korea,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Republic of Moldova,MDA,2023,,87.0,87,,Moldova,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Romania,ROU,2023,,78.0,78,,Romania,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Russian Federation,RUS,2023,,97.0,97,,Russia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Rwanda,RWA,2023,,94.0,94,,Rwanda,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Saint Kitts and Nevis,KNA,2023,,96.0,96,,St. Kitts & Nevis,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Saint Lucia,LCA,2023,,74.0,74,,Saint Lucia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Saint Vincent and the Grenadines,VCT,2023,,94.0,94,,St. Vincent & Grenadines,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Samoa,WSM,2023,,83.0,83,,Samoa,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,San Marino,SMR,2023,,91.0,91,,San Marino,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Sao Tome and Principe,STP,2023,,86.0,86,,São Tomé & Príncipe,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Saudi Arabia,SAU,2023,,97.0,97,,Saudi Arabia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Senegal,SEN,2023,,83.0,83,,Senegal,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Serbia,SRB,2023,,93.0,93,,Serbia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Seychelles,SYC,2023,,97.0,97,,Seychelles,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Sierra Leone,SLE,2023,,91.0,91,,Sierra Leone,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Singapore,SGP,2023,,98.0,98,,Singapore,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Slovakia,SVK,2023,,96.0,96,,Slovakia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Slovenia,SVN,2023,,89.0,89,,Slovenia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Solomon Islands,SLB,2023,,84.0,84,,Solomon Islands,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Somalia,SOM,2023,,42.0,42,,Somalia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,South Africa,ZAF,2023,,79.0,79,,South Africa,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,South Sudan,SSD,2023,,73.0,73,,South Sudan,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,South-East Asia Region,SEAR,2023,,90.0,90,,SE Asia Reg.,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Spain,ESP,2023,,93.0,93,,Spain,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Sri Lanka,LKA,2023,,99.0,99,,Sri Lanka,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Sudan,SDN,2023,,51.0,51,,Sudan,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Suriname,SUR,2023,,72.0,72,,Suriname,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Sweden,SWE,2023,,94.0,94,,Sweden,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Switzerland,CHE,2023,,95.0,95,,Switzerland,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Syrian Arab Republic,SYR,2023,,66.0,66,,Syria,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Tajikistan,TJK,2023,,96.0,96,,Tajikistan,DTP3
